"Year","State","type","production","Avg","Measures","Materials","Chemical","Value"
"2019","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / YEAR","(CARFENTRAZONE-ETHYL = 128712)","HERBICIDE","0.074"
"2019","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / YEAR","(FLUMIOXAZIN = 129034)","HERBICIDE","0.217"
"2019","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / YEAR","(OXYFLUORFEN = 111601)","HERBICIDE","0.428"
"2019","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / YEAR","(PENDIMETHALIN = 108501)","HERBICIDE","1.84"
"2019","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / YEAR","(ABAMECTIN = 122804)","INSECTICIDE","0.04"
"2019","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / YEAR","(ACEQUINOCYL = 6329)","INSECTICIDE","0.47"
"2019","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / YEAR","(ACETAMIPRID = 99050)","INSECTICIDE","0.182"
"2019","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / YEAR","(AZADIRACHTIN = 121701)","INSECTICIDE","0.091"
"2019","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / YEAR","(BIFENAZATE = 586)","INSECTICIDE","0.978"
"2019","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / YEAR","(BIFENTHRIN = 128825)","INSECTICIDE","0.346"
"2019","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / YEAR","(CHLORANTRANILIPROLE = 90100)","INSECTICIDE","0.119"
"2019","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / YEAR","(CYANTRANILIPROLE = 90098)","INSECTICIDE","0.222"
"2019","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / YEAR","(CYFLUMETOFEN = 138831)","INSECTICIDE","0.299"
"2019","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / YEAR","(ETOXAZOLE = 107091)","INSECTICIDE","0.581"
"2019","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / YEAR","(FENPROPATHRIN = 127901)","INSECTICIDE","0.531"
"2019","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / YEAR","(FENPYROXIMATE = 129131)","INSECTICIDE","0.128"
"2019","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / YEAR","(FLONICAMID = 128016)","INSECTICIDE","0.161"
"2019","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / YEAR","(FLUPYRADIFURONE = 122304)","INSECTICIDE","0.399"
"2019","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / YEAR","(HEXYTHIAZOX = 128849)","INSECTICIDE","0.269"
"2019","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / YEAR","(IMIDACLOPRID = 129099)","INSECTICIDE","0.793"
"2019","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / YEAR","(MALATHION = 57701)","INSECTICIDE","5.571"
"2019","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / YEAR","(METHOXYFENOZIDE = 121027)","INSECTICIDE","0.245"
"2019","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / YEAR","(NALED = 34401)","INSECTICIDE","1.665"
"2019","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / YEAR","(NEEM OIL = 25006)","INSECTICIDE","0.334"
"2019","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / YEAR","(NEEM OIL","INSECTICIDE","7.924"
"2019","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / YEAR","(NOVALURON = 124002)","INSECTICIDE","0.192"
"2019","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / YEAR","(PIPERONYL BUTOXIDE = 67501)","INSECTICIDE","0.884"
"2019","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / YEAR","(PYRETHRINS = 69001)","INSECTICIDE","0.074"
"2019","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / YEAR","(PYRIPROXYFEN = 129032)","INSECTICIDE","0.074"
"2019","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / YEAR","(SPINETORAM = 110007)","INSECTICIDE","0.108"
"2019","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / YEAR","(SPINOSAD = 110003)","INSECTICIDE","0.113"
"2019","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / YEAR","(SPIROMESIFEN = 24875)","INSECTICIDE","0.307"
"2019","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / YEAR","(SULFOXAFLOR = 5210)","INSECTICIDE","0.137"
"2019","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / YEAR","(THIAMETHOXAM = 60109)","INSECTICIDE","0.164"
"2019","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / YEAR","(CHLOROPICRIN = 81501)","OTHER","345.893"
"2019","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / YEAR","(DICHLOROPROPENE = 29001)","OTHER","125.71"
"2019","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / YEAR","(FLUTRIAFOL = 128940)","OTHER","0.188"
"2019","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / YEAR","(IRON PHOSPHATE = 34903)","OTHER","0.235"
"2019","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / YEAR","(METAM-POTASSIUM = 39002)","OTHER","244.72"
"2019","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / YEAR","(METAM-SODIUM = 39003)","OTHER","303.425"
"2019","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / YEAR","(REYNOUTRIA SACHALINE = 55809)","OTHER","0.231"
"2019","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / YEAR",NA,"(NITROGEN)","58"
"2019","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / YEAR",NA,"(PHOSPHATE)","86"
"2019","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / YEAR",NA,"(POTASH)","75"
"2019","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / YEAR",NA,"(SULFUR)","16"
"2019","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN NUMBER","(AZOXYSTROBIN = 128810)","FUNGICIDE","2.2"
"2019","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN NUMBER","(BACILLUS AMYLOLIQUEFACIENS STRAIN D747 = 16482)","FUNGICIDE","1.2"
"2019","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN NUMBER","(BACILLUS SUBTILIS = 6479)","FUNGICIDE","1.5"
"2019","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN NUMBER","(BLAD = 30006)","FUNGICIDE","1.1"
"2019","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN NUMBER","(BORAX DECAHYDRATE = 11102)","FUNGICIDE","2.3"
"2019","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN NUMBER","(BOSCALID = 128008)","FUNGICIDE","1.5"
"2019","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN NUMBER","(BT SUBSP KURSTAKI EVB-113-19 = 6544)","FUNGICIDE","2.6"
"2019","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN NUMBER","(CAPTAN = 81301)","FUNGICIDE","6"
"2019","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN NUMBER","(CYFLUFENAMID = 555550)","FUNGICIDE","1.5"
"2019","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN NUMBER","(CYPRODINIL = 288202)","FUNGICIDE","2.4"
"2019","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN NUMBER","(DIFENOCONAZOLE = 128847)","FUNGICIDE","2.2"
"2019","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN NUMBER","(FENHEXAMID = 90209)","FUNGICIDE","1.9"
"2019","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN NUMBER","(FLUDIOXONIL = 71503)","FUNGICIDE","2.4"
"2019","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN NUMBER","(FLUOPYRAM = 80302)","FUNGICIDE","2"
"2019","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN NUMBER","(FLUXAPYROXAD = 138009)","FUNGICIDE","2.2"
"2019","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN NUMBER","(FOSETYL-AL = 123301)","FUNGICIDE","4.5"
"2019","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN NUMBER","(MEFENOXAM = 113502)","FUNGICIDE","2.5"
"2019","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN NUMBER","(MYCLOBUTANIL = 128857)","FUNGICIDE","2.6"
"2019","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN NUMBER","(PENTHIOPYRAD = 90112)","FUNGICIDE","2.1"
"2019","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN NUMBER","(POLYOXIN D ZINC SALT = 230000)","FUNGICIDE","2.1"
"2019","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN NUMBER","(POTASSIUM BICARBON. = 73508)","FUNGICIDE","1.2"
"2019","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN NUMBER","(PROPICONAZOLE = 122101)","FUNGICIDE","1.6"
"2019","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN NUMBER","(PYRACLOSTROBIN = 99100)","FUNGICIDE","1.9"
"2019","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN NUMBER","(PYRIMETHANIL = 288201)","FUNGICIDE","1.7"
"2019","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN NUMBER","(QUINOLINE = 55459)","FUNGICIDE","2.7"
"2019","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN NUMBER","(SULFUR = 77501)","FUNGICIDE","7.3"
"2019","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN NUMBER","(TETRACONAZOLE = 120603)","FUNGICIDE","1.5"
"2019","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN NUMBER","(THIOPHANATE-METHYL = 102001)","FUNGICIDE","1.6"
"2019","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN NUMBER","(THIRAM = 79801)","FUNGICIDE","2.3"
"2019","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN NUMBER","(TRIFLOXYSTROBIN = 129112)","FUNGICIDE","2.1"
"2019","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN NUMBER","(TRIFLUMIZOLE = 128879)","FUNGICIDE","2.4"
"2019","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN NUMBER","(CARFENTRAZONE-ETHYL = 128712)","HERBICIDE","3"
"2019","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN NUMBER","(FLUMIOXAZIN = 129034)","HERBICIDE","2.4"
"2019","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN NUMBER","(OXYFLUORFEN = 111601)","HERBICIDE","1.4"
"2019","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN NUMBER","(PENDIMETHALIN = 108501)","HERBICIDE","1.5"
"2019","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN NUMBER","(ABAMECTIN = 122804)","INSECTICIDE","2.2"
"2019","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN NUMBER","(ACEQUINOCYL = 6329)","INSECTICIDE","1.6"
"2019","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN NUMBER","(ACETAMIPRID = 99050)","INSECTICIDE","1.4"
"2019","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN NUMBER","(AZADIRACHTIN = 121701)","INSECTICIDE","2.7"
"2019","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN NUMBER","(BIFENAZATE = 586)","INSECTICIDE","2"
"2019","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN NUMBER","(BIFENTHRIN = 128825)","INSECTICIDE","3.2"
"2019","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN NUMBER","(BT KURSTAK ABTS-1857 = 6523)","INSECTICIDE","1.5"
"2019","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN NUMBER","(BT KURSTAKI ABTS-351 = 6522)","INSECTICIDE","1.6"
"2019","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN NUMBER","(BT KURSTAKI SA-11 = 6519)","INSECTICIDE","1.3"
"2019","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN NUMBER","(BT SUB AIZAWAI GC-91 = 6426)","INSECTICIDE","1.6"
"2019","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN NUMBER","(BURKHOLDERIA A396 CELLS & MEDIA = 6534)","INSECTICIDE","1.7"
"2019","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN NUMBER","(CHLORANTRANILIPROLE = 90100)","INSECTICIDE","1.8"
"2019","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN NUMBER","(CHROMOBAC SUBTSUGAE PRAA4-1 CELLS AND SPENT MEDIA = 16329)","INSECTICIDE","1.3"
"2019","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN NUMBER","(CYANTRANILIPROLE = 90098)","INSECTICIDE","2"
"2019","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN NUMBER","(CYFLUMETOFEN = 138831)","INSECTICIDE","1.7"
"2019","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN NUMBER","(ETOXAZOLE = 107091)","INSECTICIDE","4.3"
"2019","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN NUMBER","(FENPROPATHRIN = 127901)","INSECTICIDE","1.9"
"2019","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN NUMBER","(FENPYROXIMATE = 129131)","INSECTICIDE","1.2"
"2019","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN NUMBER","(FLONICAMID = 128016)","INSECTICIDE","1.9"
"2019","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN NUMBER","(FLUPYRADIFURONE = 122304)","INSECTICIDE","2.5"
"2019","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN NUMBER","(HEXYTHIAZOX = 128849)","INSECTICIDE","1.5"
"2019","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN NUMBER","(IMIDACLOPRID = 129099)","INSECTICIDE","1.5"
"2019","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN NUMBER","(MALATHION = 57701)","INSECTICIDE","2.8"
"2019","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN NUMBER","(METHOXYFENOZIDE = 121027)","INSECTICIDE","1.4"
"2019","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN NUMBER","(NALED = 34401)","INSECTICIDE","1.8"
"2019","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN NUMBER","(NEEM OIL = 25006)","INSECTICIDE","3.5"
"2019","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN NUMBER","(NEEM OIL","INSECTICIDE","1.5"
"2019","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN NUMBER","(NOVALURON = 124002)","INSECTICIDE","3.2"
"2019","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN NUMBER","(PIPERONYL BUTOXIDE = 67501)","INSECTICIDE","1.8"
"2019","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN NUMBER","(PYRETHRINS = 69001)","INSECTICIDE","1.7"
"2019","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN NUMBER","(PYRIPROXYFEN = 129032)","INSECTICIDE","1.1"
"2019","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN NUMBER","(SPINETORAM = 110007)","INSECTICIDE","1.6"
"2019","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN NUMBER","(SPINOSAD = 110003)","INSECTICIDE","1.2"
"2019","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN NUMBER","(SPIROMESIFEN = 24875)","INSECTICIDE","1.3"
"2019","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN NUMBER","(SULFOXAFLOR = 5210)","INSECTICIDE","2"
"2019","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN NUMBER","(THIAMETHOXAM = 60109)","INSECTICIDE","2.7"
"2019","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN NUMBER","(CHLOROPICRIN = 81501)","OTHER","1.4"
"2019","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN NUMBER","(DICHLOROPROPENE = 29001)","OTHER","1.5"
"2019","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN NUMBER","(FLUTRIAFOL = 128940)","OTHER","1.7"
"2019","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN NUMBER","(IRON PHOSPHATE = 34903)","OTHER","1.5"
"2019","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN NUMBER","(METAM-POTASSIUM = 39002)","OTHER","1.1"
"2019","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN NUMBER","(METAM-SODIUM = 39003)","OTHER","1.3"
"2019","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN NUMBER","(REYNOUTRIA SACHALINE = 55809)","OTHER","1.2"
"2019","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN NUMBER",NA,"(NITROGEN)","9.9"
"2019","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN NUMBER",NA,"(PHOSPHATE)","11.3"
"2019","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN NUMBER",NA,"(POTASH)","14.3"
"2019","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN NUMBER",NA,"(SULFUR)","8.2"
"2019","CALIFORNIA","BEARING","TREATED","AVG","MEASURED IN PCT OF AREA BEARING","(AZOXYSTROBIN = 128810)","FUNGICIDE","34"
"2019","CALIFORNIA","BEARING","TREATED","AVG","MEASURED IN PCT OF AREA BEARING","(BACILLUS AMYLOLIQUEFACIENS STRAIN D747 = 16482)","FUNGICIDE","26"
"2019","CALIFORNIA","BEARING","TREATED","AVG","MEASURED IN PCT OF AREA BEARING","(BACILLUS SUBTILIS = 6479)","FUNGICIDE","8"
"2019","CALIFORNIA","BEARING","TREATED","AVG","MEASURED IN PCT OF AREA BEARING","(BLAD = 30006)","FUNGICIDE","6"
"2019","CALIFORNIA","BEARING","TREATED","AVG","MEASURED IN PCT OF AREA BEARING","(BORAX DECAHYDRATE = 11102)","FUNGICIDE","18"
"2019","CALIFORNIA","BEARING","TREATED","AVG","MEASURED IN PCT OF AREA BEARING","(BOSCALID = 128008)","FUNGICIDE","34"
"2019","CALIFORNIA","BEARING","TREATED","AVG","MEASURED IN PCT OF AREA BEARING","(BT SUBSP KURSTAKI EVB-113-19 = 6544)","FUNGICIDE","7"
"2019","CALIFORNIA","BEARING","TREATED","AVG","MEASURED IN PCT OF AREA BEARING","(CAPTAN = 81301)","FUNGICIDE","76"
"2019","CALIFORNIA","BEARING","TREATED","AVG","MEASURED IN PCT OF AREA BEARING","(CYFLUFENAMID = 555550)","FUNGICIDE","30"
"2019","CALIFORNIA","BEARING","TREATED","AVG","MEASURED IN PCT OF AREA BEARING","(CYPRODINIL = 288202)","FUNGICIDE","61"
"2019","CALIFORNIA","BEARING","TREATED","AVG","MEASURED IN PCT OF AREA BEARING","(DIFENOCONAZOLE = 128847)","FUNGICIDE","10"
"2019","CALIFORNIA","BEARING","TREATED","AVG","MEASURED IN PCT OF AREA BEARING","(FENHEXAMID = 90209)","FUNGICIDE","36"
"2019","CALIFORNIA","BEARING","TREATED","AVG","MEASURED IN PCT OF AREA BEARING","(FLUDIOXONIL = 71503)","FUNGICIDE","61"
"2019","CALIFORNIA","BEARING","TREATED","AVG","MEASURED IN PCT OF AREA BEARING","(FLUOPYRAM = 80302)","FUNGICIDE","48"
"2019","CALIFORNIA","BEARING","TREATED","AVG","MEASURED IN PCT OF AREA BEARING","(FLUXAPYROXAD = 138009)","FUNGICIDE","30"
"2019","CALIFORNIA","BEARING","TREATED","AVG","MEASURED IN PCT OF AREA BEARING","(FOSETYL-AL = 123301)","FUNGICIDE","5"
"2019","CALIFORNIA","BEARING","TREATED","AVG","MEASURED IN PCT OF AREA BEARING","(MEFENOXAM = 113502)","FUNGICIDE","21"
"2019","CALIFORNIA","BEARING","TREATED","AVG","MEASURED IN PCT OF AREA BEARING","(MYCLOBUTANIL = 128857)","FUNGICIDE","56"
"2019","CALIFORNIA","BEARING","TREATED","AVG","MEASURED IN PCT OF AREA BEARING","(PENTHIOPYRAD = 90112)","FUNGICIDE","31"
"2019","CALIFORNIA","BEARING","TREATED","AVG","MEASURED IN PCT OF AREA BEARING","(POLYOXIN D ZINC SALT = 230000)","FUNGICIDE","26"
"2019","CALIFORNIA","BEARING","TREATED","AVG","MEASURED IN PCT OF AREA BEARING","(POTASSIUM BICARBON. = 73508)","FUNGICIDE","11"
"2019","CALIFORNIA","BEARING","TREATED","AVG","MEASURED IN PCT OF AREA BEARING","(PROPICONAZOLE = 122101)","FUNGICIDE","25"
"2019","CALIFORNIA","BEARING","TREATED","AVG","MEASURED IN PCT OF AREA BEARING","(PYRACLOSTROBIN = 99100)","FUNGICIDE","65"
"2019","CALIFORNIA","BEARING","TREATED","AVG","MEASURED IN PCT OF AREA BEARING","(PYRIMETHANIL = 288201)","FUNGICIDE","29"
"2019","CALIFORNIA","BEARING","TREATED","AVG","MEASURED IN PCT OF AREA BEARING","(QUINOLINE = 55459)","FUNGICIDE","51"
"2019","CALIFORNIA","BEARING","TREATED","AVG","MEASURED IN PCT OF AREA BEARING","(SULFUR = 77501)","FUNGICIDE","72"
"2019","CALIFORNIA","BEARING","TREATED","AVG","MEASURED IN PCT OF AREA BEARING","(TETRACONAZOLE = 120603)","FUNGICIDE","30"
"2019","CALIFORNIA","BEARING","TREATED","AVG","MEASURED IN PCT OF AREA BEARING","(THIOPHANATE-METHYL = 102001)","FUNGICIDE","9"
"2019","CALIFORNIA","BEARING","TREATED","AVG","MEASURED IN PCT OF AREA BEARING","(THIRAM = 79801)","FUNGICIDE","50"
"2019","CALIFORNIA","BEARING","TREATED","AVG","MEASURED IN PCT OF AREA BEARING","(TOTAL)","FUNGICIDE","93"
"2019","CALIFORNIA","BEARING","TREATED","AVG","MEASURED IN PCT OF AREA BEARING","(TRIFLOXYSTROBIN = 129112)","FUNGICIDE","50"
"2019","CALIFORNIA","BEARING","TREATED","AVG","MEASURED IN PCT OF AREA BEARING","(TRIFLUMIZOLE = 128879)","FUNGICIDE","37"
"2019","CALIFORNIA","BEARING","TREATED","AVG","MEASURED IN PCT OF AREA BEARING","(CARFENTRAZONE-ETHYL = 128712)","HERBICIDE","6"
"2019","CALIFORNIA","BEARING","TREATED","AVG","MEASURED IN PCT OF AREA BEARING","(FLUMIOXAZIN = 129034)","HERBICIDE","14"
"2019","CALIFORNIA","BEARING","TREATED","AVG","MEASURED IN PCT OF AREA BEARING","(OXYFLUORFEN = 111601)","HERBICIDE","9"
"2019","CALIFORNIA","BEARING","TREATED","AVG","MEASURED IN PCT OF AREA BEARING","(PENDIMETHALIN = 108501)","HERBICIDE","8"
"2019","CALIFORNIA","BEARING","TREATED","AVG","MEASURED IN PCT OF AREA BEARING","(TOTAL)","HERBICIDE","20"
"2019","CALIFORNIA","BEARING","TREATED","AVG","MEASURED IN PCT OF AREA BEARING","(ABAMECTIN = 122804)","INSECTICIDE","35"
"2019","CALIFORNIA","BEARING","TREATED","AVG","MEASURED IN PCT OF AREA BEARING","(ACEQUINOCYL = 6329)","INSECTICIDE","32"
"2019","CALIFORNIA","BEARING","TREATED","AVG","MEASURED IN PCT OF AREA BEARING","(ACETAMIPRID = 99050)","INSECTICIDE","42"
"2019","CALIFORNIA","BEARING","TREATED","AVG","MEASURED IN PCT OF AREA BEARING","(AZADIRACHTIN = 121701)","INSECTICIDE","25"
"2019","CALIFORNIA","BEARING","TREATED","AVG","MEASURED IN PCT OF AREA BEARING","(BIFENAZATE = 586)","INSECTICIDE","51"
"2019","CALIFORNIA","BEARING","TREATED","AVG","MEASURED IN PCT OF AREA BEARING","(BIFENTHRIN = 128825)","INSECTICIDE","58"
"2019","CALIFORNIA","BEARING","TREATED","AVG","MEASURED IN PCT OF AREA BEARING","(BT KURSTAK ABTS-1857 = 6523)","INSECTICIDE","43"
"2019","CALIFORNIA","BEARING","TREATED","AVG","MEASURED IN PCT OF AREA BEARING","(BT KURSTAKI ABTS-351 = 6522)","INSECTICIDE","24"
"2019","CALIFORNIA","BEARING","TREATED","AVG","MEASURED IN PCT OF AREA BEARING","(BT KURSTAKI SA-11 = 6519)","INSECTICIDE","37"
"2019","CALIFORNIA","BEARING","TREATED","AVG","MEASURED IN PCT OF AREA BEARING","(BT SUB AIZAWAI GC-91 = 6426)","INSECTICIDE","5"
"2019","CALIFORNIA","BEARING","TREATED","AVG","MEASURED IN PCT OF AREA BEARING","(BURKHOLDERIA A396 CELLS & MEDIA = 6534)","INSECTICIDE","2"
"2019","CALIFORNIA","BEARING","TREATED","AVG","MEASURED IN PCT OF AREA BEARING","(CHLORANTRANILIPROLE = 90100)","INSECTICIDE","44"
"2019","CALIFORNIA","BEARING","TREATED","AVG","MEASURED IN PCT OF AREA BEARING","(CHROMOBAC SUBTSUGAE PRAA4-1 CELLS AND SPENT MEDIA = 16329)","INSECTICIDE","19"
"2019","CALIFORNIA","BEARING","TREATED","AVG","MEASURED IN PCT OF AREA BEARING","(CYANTRANILIPROLE = 90098)","INSECTICIDE","11"
"2019","CALIFORNIA","BEARING","TREATED","AVG","MEASURED IN PCT OF AREA BEARING","(CYFLUMETOFEN = 138831)","INSECTICIDE","48"
"2019","CALIFORNIA","BEARING","TREATED","AVG","MEASURED IN PCT OF AREA BEARING","(ETOXAZOLE = 107091)","INSECTICIDE","6"
"2019","CALIFORNIA","BEARING","TREATED","AVG","MEASURED IN PCT OF AREA BEARING","(FENPROPATHRIN = 127901)","INSECTICIDE","31"
